building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone,priority_score,priority_level
B048171,unknown,,,17.3560671,78.483549,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048172,unknown,,,17.3562435,78.4836387,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048173,unknown,,,17.3561974,78.483724,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048174,unknown,,,17.3561196,78.4838993,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048175,unknown,,,17.3562868,78.4838105,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048176,unknown,,,17.3559742,78.4839922,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048177,unknown,,,17.3560684,78.4840002,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048178,unknown,,,17.3559113,78.483891,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048179,unknown,,,17.355765,78.4840962,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048180,unknown,,,17.3556209,78.4840544,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048181,unknown,,,17.3556798,78.4838466,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048182,unknown,,,17.3557192,78.4838651,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048183,unknown,,,17.3558087,78.4836526,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048184,unknown,,,17.3557329,78.4835483,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048185,unknown,,,17.3556743,78.4836177,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048186,unknown,,,17.3555789,78.4837644,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048187,unknown,,,17.3555312,78.4838976,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048188,unknown,,,17.3554676,78.4840516,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048189,unknown,,,17.3552848,78.4838845,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048190,unknown,,,17.3551215,78.4838894,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048191,unknown,,,17.3551985,78.4840539,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048192,unknown,,,17.355114,78.4839732,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048193,unknown,,,17.3551928,78.483603,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048194,unknown,,,17.3553854,78.4838205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048195,unknown,,,17.3552609,78.483648,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048196,unknown,,,17.3552075,78.4835761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048197,unknown,,,17.3551198,78.4833573,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048198,unknown,,,17.3551198,78.4833573,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048199,unknown,,,17.3552281,78.4832859,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048200,unknown,,,17.3550154,78.4833017,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048201,unknown,,,17.3547777,78.4835472,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048202,unknown,,,17.3546671,78.4833515,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048203,unknown,,,17.3549577,78.483015,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048204,unknown,,,17.3545438,78.4831085,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048205,unknown,,,17.3545104,78.4831973,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048206,unknown,,,17.3546121,78.4833737,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048207,unknown,,,17.3547266,78.4834248,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048208,unknown,,,17.3545855,78.4838244,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048209,unknown,,,17.3546106,78.4836357,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048210,unknown,,,17.3547182,78.4838628,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048211,unknown,,,17.3546789,78.4841191,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048212,unknown,,,17.3545483,78.4840986,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048213,unknown,,,17.3546666,78.4839354,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048214,unknown,,,17.3544511,78.4840834,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048215,unknown,,,17.3544376,78.4841772,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048216,unknown,,,17.3544484,78.4841802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048217,unknown,,,17.354427,78.4842728,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048218,unknown,,,17.3545282,78.4843299,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048219,unknown,,,17.3547315,78.4842265,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048220,unknown,,,17.3546616,78.4841861,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048221,unknown,,,17.3547216,78.4843571,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048222,unknown,,,17.3545102,78.4842971,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048223,unknown,,,17.3544177,78.484316,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048224,unknown,,,17.3545732,78.4846525,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048225,unknown,,,17.3545748,78.4848681,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048226,unknown,,,17.3544237,78.4847099,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048227,unknown,,,17.354493,78.4850635,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048228,unknown,,,17.3545624,78.4850671,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048229,unknown,,,17.3545815,78.4848788,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048230,unknown,,,17.3549983,78.4849296,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048231,unknown,,,17.355081,78.4847586,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048232,unknown,,,17.3552652,78.4849778,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048233,unknown,,,17.3552971,78.4847966,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048234,unknown,,,17.355132,78.4846546,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048235,unknown,,,17.3553099,78.4847144,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048236,unknown,,,17.3551643,78.4844525,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048237,unknown,,,17.3551833,78.484334,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048238,unknown,,,17.3552397,78.4845322,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048239,unknown,,,17.3550963,78.4844863,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048240,unknown,,,17.3550609,78.484391,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048241,unknown,,,17.3551527,78.484424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048242,unknown,,,17.355162,78.4841566,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048243,unknown,,,17.3554752,78.4843739,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048244,unknown,,,17.3553549,78.4844471,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048245,unknown,,,17.3555114,78.4845159,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048246,unknown,,,17.3555436,78.4845176,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048247,unknown,,,17.3555718,78.4844673,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048248,unknown,,,17.3555192,78.4843981,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048249,unknown,,,17.3557295,78.4844064,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048250,unknown,,,17.3555949,78.4841215,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048251,unknown,,,17.3556783,78.4841559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048252,unknown,,,17.355786,78.4841649,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048253,unknown,,,17.3558977,78.4841912,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048254,unknown,,,17.3560496,78.4842236,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048255,unknown,,,17.3561196,78.4842385,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048256,unknown,,,17.3562463,78.4842495,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048257,unknown,,,17.3561896,78.4842402,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048258,unknown,,,17.3558708,78.4843322,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048259,unknown,,,17.3557957,78.4845237,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048260,unknown,,,17.3559317,78.4847441,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048261,unknown,,,17.3561188,78.4847837,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048262,unknown,,,17.3561028,78.484869,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048263,unknown,,,17.3560583,78.4847709,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048264,unknown,,,17.3559169,78.4850212,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048265,unknown,,,17.3555905,78.4851666,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048266,unknown,,,17.3557421,78.4848586,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048267,unknown,,,17.3557714,78.4846751,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048268,unknown,,,17.3556596,78.48467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048269,unknown,,,17.3556411,78.4847813,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048270,unknown,,,17.3556512,78.4848591,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048271,unknown,,,17.3555676,78.4848446,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048272,unknown,,,17.355468,78.4848343,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048273,unknown,,,17.3555391,78.4846927,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048274,unknown,,,17.355352,78.4846775,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048275,unknown,,,17.3555609,78.4848702,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048276,unknown,,,17.3554796,78.4850052,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048277,unknown,,,17.3554133,78.4851565,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048278,unknown,,,17.3556336,78.4855279,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048279,unknown,,,17.3556841,78.4854707,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048280,unknown,,,17.3556204,78.4852657,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048281,unknown,,,17.3557048,78.485227,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048282,unknown,,,17.3558073,78.4851521,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048283,unknown,,,17.3559702,78.4852853,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048284,unknown,,,17.3563437,78.4856205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048285,unknown,,,17.3561443,78.4855741,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048286,unknown,,,17.3557974,78.4854991,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048287,unknown,,,17.3558114,78.4857371,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048288,unknown,,,17.3560535,78.4856522,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048289,unknown,,,17.3562223,78.4858071,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048290,unknown,,,17.3562671,78.4858587,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048291,unknown,,,17.3561647,78.485819,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048292,unknown,,,17.356138,78.4859489,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048293,unknown,,,17.3562321,78.4861535,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048294,unknown,,,17.3561519,78.4861323,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048295,unknown,,,17.3560029,78.4860789,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048296,unknown,,,17.3556108,78.4861094,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048297,unknown,,,17.3557793,78.4859111,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048298,unknown,,,17.3557869,78.485901,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048299,unknown,,,17.3555786,78.4856601,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048300,unknown,,,17.3555698,78.4857263,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048301,unknown,,,17.3553804,78.4857706,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048302,unknown,,,17.3555127,78.4860236,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048303,unknown,,,17.3553461,78.4860496,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048304,unknown,,,17.3552751,78.4859107,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048305,unknown,,,17.355151,78.4860783,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048306,unknown,,,17.354908,78.4860435,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048307,unknown,,,17.3549354,78.4858459,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048308,unknown,,,17.3551382,78.4859338,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048309,unknown,,,17.3549363,78.4858351,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048310,unknown,,,17.3549487,78.4857492,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048311,unknown,,,17.3549553,78.485725,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048312,unknown,,,17.3551809,78.4858513,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048313,unknown,,,17.3552871,78.4855651,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048314,unknown,,,17.3551931,78.4855408,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048315,unknown,,,17.3552087,78.4854559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048316,unknown,,,17.3553581,78.4854383,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048317,unknown,,,17.3553199,78.4854745,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048318,unknown,,,17.3552253,78.4853552,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048319,unknown,,,17.3552384,78.4852987,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048320,unknown,,,17.3553125,78.4852308,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048321,unknown,,,17.3553604,78.4852293,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048322,unknown,,,17.3550164,78.4852828,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048323,unknown,,,17.3550041,78.4854964,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048324,unknown,,,17.3549893,78.485566,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048325,unknown,,,17.3549462,78.4852841,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048326,unknown,,,17.3549792,78.4850855,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048327,unknown,,,17.3546869,78.4852863,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048328,unknown,,,17.3546963,78.4852135,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048329,unknown,,,17.3544774,78.48515,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048330,unknown,,,17.3544166,78.4854672,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048331,unknown,,,17.3545187,78.4855133,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048332,unknown,,,17.3548062,78.4857872,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048333,unknown,,,17.3547826,78.4858991,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048334,unknown,,,17.354792,78.4860137,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048335,unknown,,,17.3548304,78.4861765,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048336,unknown,,,17.3547701,78.4860433,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048337,unknown,,,17.3543198,78.4861038,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048338,unknown,,,17.3542657,78.4859663,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048339,unknown,,,17.3542971,78.4858761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048340,unknown,,,17.3543203,78.4857792,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048341,unknown,,,17.3541554,78.4859351,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048342,unknown,,,17.354115,78.4860736,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048343,unknown,,,17.3538869,78.4860793,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048344,unknown,,,17.3539941,78.4860093,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048345,unknown,,,17.3536319,78.4859341,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048346,unknown,,,17.3534611,78.4857955,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048347,unknown,,,17.3539097,78.4856595,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048348,unknown,,,17.3538388,78.4854981,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048349,unknown,,,17.3537399,78.485567,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048350,unknown,,,17.3535755,78.4853095,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048351,unknown,,,17.3537781,78.4853582,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048352,unknown,,,17.3540575,78.4850691,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048353,unknown,,,17.3542062,78.4851661,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048354,unknown,,,17.3540777,78.4854206,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048355,unknown,,,17.3541363,78.4854904,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048356,unknown,,,17.354373,78.4854313,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048357,unknown,,,17.3541798,78.4855192,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048358,unknown,,,17.3543219,78.4852685,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048359,unknown,,,17.3543483,78.4851233,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048360,unknown,,,17.3543623,78.4850363,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048361,unknown,,,17.3542865,78.4849888,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048362,unknown,,,17.3541875,78.484858,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048363,unknown,,,17.3540575,78.4850691,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048364,unknown,,,17.3540756,78.4849753,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048365,unknown,,,17.3541615,78.4849933,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048366,unknown,,,17.354196,78.4848067,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048367,unknown,,,17.3543528,78.4846068,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048368,unknown,,,17.3542435,78.484564,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048369,unknown,,,17.3542696,78.4841782,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048370,unknown,,,17.3542295,78.4841432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048371,unknown,,,17.3542251,78.4841703,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048372,unknown,,,17.3541031,78.4842474,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048373,unknown,,,17.3541269,78.4841222,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048374,unknown,,,17.3541156,78.4841818,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048375,unknown,,,17.3540649,78.4841713,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048376,unknown,,,17.3540294,78.4841328,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048377,unknown,,,17.3539955,78.4841258,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048378,unknown,,,17.3540196,78.4841432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048379,unknown,,,17.3539929,78.4844897,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048380,unknown,,,17.3539249,78.4844973,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048381,unknown,,,17.3537554,78.4844721,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048382,unknown,,,17.3539456,78.4843091,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048383,unknown,,,17.3538716,78.4842859,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048384,unknown,,,17.3539326,78.4841129,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048385,unknown,,,17.3537886,78.4842245,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048386,unknown,,,17.353723,78.4841771,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048387,unknown,,,17.3534926,78.4843193,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
B048388,unknown,,,17.3536276,78.4844475,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone,,Unknown
