building_id,building_type,height,num_floors,latitude,longitude
B052356,unknown,,,17.3672825,78.492043
B052357,unknown,,,17.3674161,78.4920555
B052358,unknown,,,17.3675727,78.4922453
B052359,unknown,,,17.3673556,78.4921851
B052360,unknown,,,17.3672346,78.492233
B052361,unknown,,,17.3667991,78.4919621
B052362,unknown,,,17.3668909,78.4919552
B052363,unknown,,,17.3668909,78.4918742
B052364,unknown,,,17.3667939,78.4918744
B052365,unknown,,,17.3667941,78.4918058
B052366,unknown,,,17.3668332,78.4921821
B052367,unknown,,,17.3662026,78.492173
B052368,religious,,,17.3662777,78.4920845
B052369,unknown,,,17.3666351,78.4919677
B052370,unknown,,,17.3666907,78.4918534
B052371,unknown,,,17.3665905,78.4914391
B052372,unknown,,,17.3665847,78.4913459
B052373,unknown,,,17.3664569,78.4914362
B052374,unknown,,,17.3664316,78.4913416
B052375,unknown,,,17.3662825,78.4914057
B052376,unknown,,,17.3663113,78.4914866
B052377,unknown,,,17.3659989,78.4916624
B052378,unknown,,,17.3660288,78.4915764
B052379,unknown,,,17.3660576,78.4915614
B052380,unknown,,,17.3661964,78.4914875
B052381,unknown,,,17.3661282,78.4915306
B052382,unknown,,,17.3661502,78.4912744
B052383,unknown,,,17.366022,78.4913199
B052384,unknown,,,17.3658935,78.4913711
B052385,unknown,,,17.3657849,78.4912705
B052386,unknown,,,17.3658252,78.4914043
B052387,unknown,,,17.365813,78.491596
B052388,unknown,,,17.3659735,78.4916061
B052389,unknown,,,17.3658858,78.4916789
B052390,unknown,,,17.3658209,78.4917014
B052391,unknown,,,17.365761,78.4918006
B052392,unknown,,,17.3658431,78.4917769
B052393,unknown,,,17.3658509,78.4918426
B052394,unknown,,,17.3657651,78.4918592
B052395,unknown,,,17.3657775,78.4919505
B052396,unknown,,,17.365855,78.4919312
B052397,unknown,,,17.3661156,78.4921605
B052398,unknown,,,17.3658701,78.4921516
B052399,unknown,,,17.3657926,78.4920085
B052400,unknown,,,17.3658008,78.4920645
B052401,unknown,,,17.3657403,78.492323
B052402,unknown,,,17.3657823,78.4924081
B052403,unknown,,,17.3657416,78.4924084
B052404,unknown,,,17.3657114,78.4925425
B052405,unknown,,,17.3658263,78.4926743
B052406,unknown,,,17.3657637,78.4926512
B052407,unknown,,,17.3656821,78.4925548
B052408,unknown,,,17.3656796,78.4928274
B052409,unknown,,,17.3658378,78.4928604
B052410,unknown,,,17.3658269,78.4929516
B052411,unknown,,,17.3657862,78.4932474
B052412,unknown,,,17.3658349,78.4930916
B052413,unknown,,,17.365835,78.4930508
B052414,unknown,,,17.3658855,78.4929913
B052415,unknown,,,17.3659383,78.4930609
B052416,unknown,,,17.3660255,78.4931619
B052417,unknown,,,17.3660913,78.4933351
B052418,unknown,,,17.3660776,78.4931391
B052419,unknown,,,17.3661263,78.4929708
B052420,unknown,,,17.366255,78.4929719
B052421,unknown,,,17.3663407,78.4931396
B052422,unknown,,,17.3663472,78.493049
B052423,unknown,,,17.3663327,78.4931693
B052424,unknown,,,17.3665627,78.4932681
B052425,unknown,,,17.3665683,78.4931732
B052426,unknown,,,17.3667392,78.4931411
B052427,unknown,,,17.3666222,78.4929671
B052428,unknown,,,17.3664979,78.4929333
B052429,unknown,,,17.3664909,78.4930091
B052430,unknown,,,17.3664567,78.4928785
B052431,unknown,,,17.3666113,78.4929012
B052432,unknown,,,17.3665031,78.4926904
B052433,unknown,,,17.366188,78.4922403
B052434,unknown,,,17.3667145,78.4925495
B052435,unknown,,,17.3667205,78.492355
B052436,unknown,,,17.3667965,78.4923671
B052437,unknown,,,17.3668716,78.4923472
B052438,unknown,,,17.3668747,78.492557
B052439,unknown,,,17.366872,78.4926495
B052440,unknown,,,17.3673498,78.4924679
B052441,unknown,,,17.3674202,78.4923295
B052442,unknown,,,17.3675583,78.4923214
B052443,unknown,,,17.3674328,78.4923761
B052444,unknown,,,17.3675388,78.4923858
B052445,unknown,,,17.3674252,78.4924667
B052446,unknown,,,17.3675679,78.4926323
B052447,unknown,,,17.367496,78.4927128
B052448,unknown,,,17.3675495,78.4927766
B052449,unknown,,,17.3674086,78.492767
B052450,unknown,,,17.3672918,78.4927635
B052451,unknown,,,17.3673715,78.4926998
B052452,unknown,,,17.3673828,78.4926327
B052453,unknown,,,17.3673857,78.4924916
B052454,unknown,,,17.3672237,78.4926082
B052455,unknown,,,17.3670782,78.4927141
B052456,unknown,,,17.3672114,78.4927899
B052457,unknown,,,17.3672424,78.4930324
B052458,unknown,,,17.3672645,78.4929664
B052459,unknown,,,17.3673045,78.4930083
B052460,unknown,,,17.3673062,78.4928604
B052461,unknown,,,17.3674064,78.4928727
B052462,unknown,,,17.3675402,78.4928403
B052463,unknown,,,17.3675857,78.4929815
B052464,unknown,,,17.3673779,78.4929332
B052465,unknown,,,17.3674525,78.4931762
B052466,unknown,,,17.3675615,78.4931521
B052467,unknown,,,17.3675409,78.4933323
B052468,unknown,,,17.3674025,78.4931749
B052469,unknown,,,17.367195,78.4931368
B052470,unknown,,,17.3671644,78.4930539
B052471,unknown,,,17.3671195,78.4932317
B052472,unknown,,,17.3670881,78.4932884
B052473,unknown,,,17.3671687,78.4929767
B052474,unknown,,,17.3671364,78.4928601
B052475,unknown,,,17.3667354,78.4928338
B052476,unknown,,,17.3667842,78.4928915
B052477,unknown,,,17.3668441,78.4931
B052478,unknown,,,17.3667233,78.4931641
B052479,unknown,,,17.3666856,78.4932011
B052480,unknown,,,17.3666162,78.4931718
B052481,unknown,,,17.3667566,78.4933803
B052482,unknown,,,17.3668213,78.4933285
B052483,unknown,,,17.3667721,78.4935498
B052484,unknown,,,17.3667609,78.4936517
B052485,unknown,,,17.3666927,78.493756
B052486,unknown,,,17.367037,78.4937398
B052487,unknown,,,17.3670237,78.4936299
B052488,unknown,,,17.367034,78.4934075
B052489,unknown,,,17.3671163,78.4934169
B052490,unknown,,,17.3671437,78.4932423
B052491,unknown,,,17.3672761,78.4934639
B052492,unknown,,,17.3672826,78.4932502
B052493,unknown,,,17.3676496,78.493538
B052494,unknown,,,17.3674175,78.4934311
B052495,unknown,,,17.367551,78.4937397
B052496,unknown,,,17.3673283,78.4937338
B052497,unknown,,,17.3673326,78.4936024
B052498,unknown,,,17.3670835,78.4935447
B052499,unknown,,,17.3672617,78.4939756
B052500,unknown,,,17.3671681,78.493998
B052501,unknown,,,17.3671178,78.4940069
B052502,unknown,,,17.367486,78.4939313
B052503,unknown,,,17.3674669,78.4939424
B052504,unknown,,,17.3674116,78.4939858
B052505,unknown,,,17.3676109,78.4943391
B052506,unknown,,,17.3673195,78.4942586
B052507,unknown,,,17.367385,78.494114
B052508,unknown,,,17.3671615,78.4942497
B052509,unknown,,,17.366993,78.494207
B052510,unknown,,,17.3670301,78.4941122
B052511,unknown,,,17.3669105,78.493855
B052512,unknown,,,17.366873,78.4938481
B052513,unknown,,,17.366873,78.4938481
B052514,unknown,,,17.3669861,78.4939696
B052515,unknown,,,17.3668879,78.4940074
B052516,unknown,,,17.3666667,78.4939081
B052517,unknown,,,17.3668498,78.4941748
B052518,unknown,,,17.3668425,78.4942078
B052519,unknown,,,17.3665094,78.4940858
B052520,unknown,,,17.3664419,78.4941919
B052521,unknown,,,17.3665332,78.4942553
B052522,unknown,,,17.366354,78.4941429
B052523,unknown,,,17.36639,78.4939559
B052524,unknown,,,17.3663753,78.4940208
B052525,unknown,,,17.3662283,78.4940952
B052526,unknown,,,17.3663885,78.4938646
B052527,unknown,,,17.3664865,78.4938704
B052528,unknown,,,17.3664646,78.4940811
B052529,unknown,,,17.3666113,78.4939939
B052530,unknown,,,17.366541,78.4939603
B052531,unknown,,,17.3664954,78.4939175
B052532,unknown,,,17.3665512,78.4937267
B052533,unknown,,,17.3665139,78.4935952
B052534,unknown,,,17.3666612,78.4935778
B052535,unknown,,,17.3665743,78.4933439
B052536,unknown,,,17.3665742,78.4933856
B052537,unknown,,,17.366382,78.4933094
B052538,unknown,,,17.3665004,78.4935019
B052539,unknown,,,17.366426,78.4934806
B052540,unknown,,,17.3663485,78.4933411
B052541,unknown,,,17.366344,78.4933079
B052542,unknown,,,17.3662445,78.4933445
B052543,unknown,,,17.3661896,78.493339
B052544,unknown,,,17.3663258,78.4935882
B052545,unknown,,,17.3664272,78.4935933
B052546,unknown,,,17.3664234,78.4937248
B052547,unknown,,,17.3662591,78.4936916
B052548,unknown,,,17.3662643,78.4937782
B052549,unknown,,,17.3661657,78.4937791
B052550,unknown,,,17.3661713,78.493703
B052551,unknown,,,17.366076,78.4937531
B052552,unknown,,,17.3660707,78.4936603
B052553,unknown,,,17.3660826,78.4935652
B052554,unknown,,,17.36619,78.4935848
B052555,unknown,,,17.3661966,78.4935182
B052556,unknown,,,17.3660782,78.4934646
B052557,unknown,,,17.365964,78.4934643
B052558,unknown,,,17.3659641,78.4933742
B052559,unknown,,,17.3658274,78.4932481
B052560,unknown,,,17.3659429,78.4935859
B052561,unknown,,,17.3659616,78.4937635
B052562,unknown,,,17.3656589,78.493781
B052563,unknown,,,17.3659458,78.4939368
B052564,unknown,,,17.3659477,78.4940205
B052565,unknown,,,17.3659577,78.493852
B052566,unknown,,,17.3660585,78.4938385
B052567,unknown,,,17.366129,78.4939506
B052568,unknown,,,17.3661128,78.4940092
B052569,unknown,,,17.3661098,78.4940509
B052570,unknown,,,17.3660002,78.4941795
B052571,unknown,,,17.3661082,78.494302
B052572,unknown,,,17.366022,78.4941231
B052573,unknown,,,17.3659262,78.494233
B052574,unknown,,,17.3659311,78.4941416
B052575,unknown,,,17.3658309,78.4941435
B052576,unknown,,,17.3658278,78.4940965
B052577,unknown,,,17.3656845,78.4943524
B052578,unknown,,,17.3656596,78.4941552
B052579,unknown,,,17.3657182,78.4941545
B052580,unknown,,,17.3657281,78.4940504
B052581,unknown,,,17.3657305,78.493906
B052582,unknown,,,17.3655033,78.4938507
B052583,unknown,,,17.3655071,78.493772
B052584,unknown,,,17.3652795,78.4938882
B052585,unknown,,,17.3653343,78.4941268
B052586,unknown,,,17.3653399,78.4939858
B052587,unknown,,,17.3653353,78.4942381
B052588,unknown,,,17.3652023,78.4941851
B052589,unknown,,,17.3651572,78.4941575
B052590,unknown,,,17.3650786,78.494154
B052591,unknown,,,17.3649864,78.4940501
B052592,unknown,,,17.3650326,78.4943514
B052593,unknown,,,17.3648653,78.4941394
B052594,unknown,,,17.3649419,78.4939612
B052595,unknown,,,17.3649292,78.4940255
B052596,unknown,,,17.3648917,78.4939612
B052597,unknown,,,17.364884,78.4939889
B052598,unknown,,,17.3647953,78.4938812
B052599,unknown,,,17.3651562,78.4940168
B052600,unknown,,,17.3652483,78.4940338
B052601,unknown,,,17.365114,78.4938007
B052602,unknown,,,17.3650071,78.4937834
B052603,unknown,,,17.3649225,78.4936354
B052604,unknown,,,17.3650336,78.493675
B052605,unknown,,,17.3650368,78.4934601
B052606,unknown,,,17.3649026,78.4934339
B052607,unknown,,,17.3650562,78.4932838
B052608,unknown,,,17.3653347,78.4933305
B052609,unknown,,,17.3652372,78.4936167
B052610,unknown,,,17.3652393,78.4935784
B052611,unknown,,,17.36535,78.4937628
B052612,unknown,,,17.3653582,78.4935883
B052613,unknown,,,17.3654422,78.4935911
B052614,unknown,,,17.36576,78.4934885
B052615,unknown,,,17.365481,78.4933388
B052616,unknown,,,17.3654818,78.4932805
B052617,unknown,,,17.36573,78.4932971
B052618,unknown,,,17.3655056,78.4930912
B052619,unknown,,,17.3654846,78.4932718
B052620,unknown,,,17.3653474,78.4932084
B052621,unknown,,,17.3652098,78.4931638
B052622,unknown,,,17.3653595,78.4930582
B052623,unknown,,,17.3652211,78.4930686
B052624,unknown,,,17.3653638,78.4927932
B052625,unknown,,,17.3654109,78.4928234
B052626,unknown,,,17.3657477,78.4930397
B052627,unknown,,,17.3657001,78.4929346
B052628,unknown,,,17.3656314,78.492772
B052629,unknown,,,17.3656699,78.4927171
B052630,unknown,,,17.3656105,78.4926381
B052631,unknown,,,17.365567,78.4927641
B052632,unknown,,,17.3656248,78.492411
B052633,unknown,,,17.3652953,78.4922635
B052634,unknown,,,17.3652392,78.4926305
B052635,unknown,,,17.365283,78.4924718
B052636,unknown,,,17.3653297,78.492521
B052637,unknown,,,17.3653838,78.4927224
B052638,unknown,,,17.3652386,78.4926323
B052639,unknown,,,17.3650856,78.492626
B052640,unknown,,,17.3649747,78.4925463
B052641,unknown,,,17.365186,78.4925429
B052642,unknown,,,17.3652248,78.4925443
B052643,unknown,,,17.3651687,78.4925328
B052644,unknown,,,17.3647415,78.492308
B052645,unknown,,,17.364731,78.4923517
B052646,unknown,,,17.3647937,78.4924626
B052647,unknown,,,17.3647428,78.4924848
B052648,unknown,,,17.364872,78.4927717
B052649,unknown,,,17.3648278,78.4926673
B052650,unknown,,,17.3648063,78.4929414
B052651,unknown,,,17.3648077,78.4929343
B052652,unknown,,,17.3649236,78.4930316
B052653,unknown,,,17.3648181,78.4928772
B052654,unknown,,,17.3651994,78.4930348
B052655,unknown,,,17.3652771,78.4931837
B052656,unknown,,,17.3648698,78.4931375
B052657,unknown,,,17.3648907,78.4931133
B052658,unknown,,,17.3649009,78.4930661
B052659,unknown,,,17.3648828,78.4930508
B052660,unknown,,,17.3648722,78.4931124
B052661,unknown,,,17.3647488,78.4931828
B052662,unknown,,,17.3646041,78.49323
B052663,unknown,,,17.3646616,78.4932903
B052664,unknown,,,17.3645252,78.49322
B052665,unknown,,,17.3645687,78.4928823
B052666,unknown,,,17.3644315,78.4928775
B052667,unknown,,,17.3644324,78.492818
B052668,unknown,,,17.364566,78.4928285
B052669,unknown,,,17.3644965,78.4928151
B052670,unknown,,,17.3645812,78.4927479
B052671,unknown,,,17.3646225,78.4928676
B052672,unknown,,,17.3646805,78.4930656
B052673,unknown,,,17.364645,78.4923255
B052674,unknown,,,17.3646998,78.4923042
B052675,unknown,,,17.3646822,78.4923368
B052676,unknown,,,17.3644283,78.4924063
B052677,unknown,,,17.3642842,78.4925978
B052678,unknown,,,17.3644121,78.4924738
B052679,unknown,,,17.364378,78.4926275
B052680,unknown,,,17.364437,78.4926919
B052681,unknown,,,17.3642747,78.4926671
B052682,unknown,,,17.3641514,78.4926589
B052683,unknown,,,17.3642166,78.492576
B052684,unknown,,,17.3638705,78.4923701
B052685,unknown,,,17.3639646,78.4928011
B052686,unknown,,,17.3642632,78.492816
B052687,unknown,,,17.3641347,78.4929601
B052688,unknown,,,17.3641309,78.4930502
B052689,unknown,,,17.3641751,78.4931267
B052690,unknown,,,17.3641614,78.4932165
B052691,unknown,,,17.3640407,78.4932095
B052692,unknown,,,17.3641574,78.4932253
B052693,unknown,,,17.3638215,78.4936732
B052694,unknown,,,17.3638819,78.4936769
B052695,unknown,,,17.3641261,78.4936868
B052696,unknown,,,17.3642256,78.4936988
B052697,unknown,,,17.3642232,78.4935901
B052698,unknown,,,17.3641972,78.493384
B052699,unknown,,,17.3641669,78.493304
B052700,unknown,,,17.3642514,78.4933263
B052701,unknown,,,17.3644782,78.4934266
B052702,unknown,,,17.3645712,78.493434
B052703,unknown,,,17.3647441,78.4935552
B052704,unknown,,,17.3647299,78.4936747
B052705,unknown,,,17.3645224,78.4938519
B052706,unknown,,,17.3644793,78.4936368
B052707,unknown,,,17.3643652,78.4935586
B052708,unknown,,,17.3643549,78.4936435
B052709,unknown,,,17.3643591,78.4938561
B052710,unknown,,,17.3643466,78.4939309
B052711,unknown,,,17.3644953,78.4939976
B052712,unknown,,,17.3646538,78.4938637
B052713,unknown,,,17.3645983,78.4939439
B052714,unknown,,,17.3645123,78.4939385
B052715,unknown,,,17.3647911,78.4941651
B052716,unknown,,,17.3646743,78.4941532
B052717,unknown,,,17.3645024,78.4941867
B052718,unknown,,,17.3644737,78.4942289
B052719,unknown,,,17.3644815,78.4941547
B052720,unknown,,,17.3643812,78.4942085
B052721,unknown,,,17.3643678,78.4943026
B052722,unknown,,,17.3642429,78.4942456
B052723,unknown,,,17.3641334,78.4942127
B052724,unknown,,,17.3643309,78.4940497
B052725,unknown,,,17.3640443,78.4937613
B052726,unknown,,,17.363979,78.4939309
B052727,unknown,,,17.3638768,78.4941347
B052728,unknown,,,17.3637924,78.494137
B052729,unknown,,,17.3636175,78.4941891
B052730,unknown,,,17.3636164,78.4941254
B052731,unknown,,,17.3635969,78.4943328
B052732,unknown,,,17.3635058,78.4939211
B052733,unknown,,,17.3637336,78.493915
B052734,unknown,,,17.3636499,78.493909
B052735,unknown,,,17.3636551,78.4940304
B052736,unknown,,,17.3637443,78.4940353
B052737,unknown,,,17.3638279,78.4940405
B052738,unknown,,,17.3638152,78.4939287
B052739,unknown,,,17.3637543,78.4937491
B052740,unknown,,,17.3636065,78.4936564
B052741,unknown,,,17.3637544,78.4936727
B052742,unknown,,,17.3637802,78.4934242
B052743,unknown,,,17.3636484,78.4934171
B052744,unknown,,,17.3636355,78.4933687
B052745,unknown,,,17.3634276,78.4936376
B052746,unknown,,,17.3635199,78.4935745
B052747,unknown,,,17.3634269,78.4936494
B052748,unknown,,,17.3633687,78.4937751
B052749,unknown,,,17.3632814,78.4937507
B052750,unknown,,,17.3631964,78.4937665
B052751,unknown,,,17.363381,78.4936162
B052752,unknown,,,17.36338,78.4935374
B052753,unknown,,,17.3632861,78.4935609
B052754,unknown,,,17.3631612,78.4933792
B052755,unknown,,,17.3631311,78.4933031
B052756,unknown,,,17.3631879,78.4935987
B052757,unknown,,,17.3630599,78.4935903
B052758,unknown,,,17.36307,78.493335
B052759,unknown,,,17.3630679,78.4933459
B052760,unknown,,,17.3628988,78.4933668
B052761,unknown,,,17.3629681,78.4935863
B052762,unknown,,,17.3630413,78.4937415
B052763,unknown,,,17.3631224,78.4937619
B052764,unknown,,,17.3629569,78.4937368
B052765,unknown,,,17.3630071,78.4939918
B052766,unknown,,,17.3630918,78.4939867
B052767,unknown,,,17.3630954,78.4938935
B052768,unknown,,,17.3631804,78.493887
B052769,unknown,,,17.3633497,78.4939177
B052770,unknown,,,17.3632621,78.4940055
B052771,unknown,,,17.3633641,78.4942458
B052772,unknown,,,17.3630338,78.4942246
B052773,unknown,,,17.3627528,78.4943089
B052774,unknown,,,17.3627889,78.4940573
B052775,unknown,,,17.3628671,78.4939444
B052776,unknown,,,17.3628529,78.4938553
B052777,unknown,,,17.3626978,78.4939543
B052778,unknown,,,17.3626269,78.4939978
B052779,unknown,,,17.3626309,78.4938547
B052780,unknown,,,17.3624115,78.4941342
B052781,unknown,,,17.3621683,78.4942667
B052782,unknown,,,17.3619809,78.4937852
B052783,unknown,,,17.3624804,78.4940297
B052784,unknown,,,17.3623381,78.4936997
B052785,unknown,,,17.3622739,78.4935602
B052786,unknown,,,17.3621708,78.4934072
B052787,unknown,,,17.3619529,78.493177
B052788,unknown,,,17.3622093,78.4932723
B052789,unknown,,,17.3624856,78.4935421
B052790,unknown,,,17.3624876,78.4934
B052791,unknown,,,17.3626546,78.4934145
B052792,unknown,,,17.362649,78.4935389
B052793,unknown,,,17.3624604,78.4937857
B052794,unknown,,,17.3626397,78.4936541
B052795,unknown,,,17.3628618,78.4937778
B052796,unknown,,,17.3628634,78.4936875
B052797,unknown,,,17.3628641,78.4932985
B052798,unknown,,,17.3627412,78.4932252
B052799,unknown,,,17.3627897,78.4931449
B052800,unknown,,,17.3628973,78.4929236
B052801,unknown,,,17.362715,78.4928454
B052802,unknown,,,17.3627034,78.4929304
B052803,unknown,,,17.3625312,78.4929268
B052804,unknown,,,17.3625489,78.4931764
B052805,unknown,,,17.3625252,78.4930678
B052806,unknown,,,17.3626955,78.493055
B052807,unknown,,,17.3626845,78.493129
B052808,unknown,,,17.3626674,78.4932107
B052809,unknown,,,17.3624716,78.4932794
B052810,unknown,,,17.3624499,78.4931597
B052811,unknown,,,17.3622017,78.4930356
B052812,unknown,,,17.3621973,78.4930949
B052813,unknown,,,17.3620539,78.4931747
B052814,unknown,,,17.3620449,78.4931422
B052815,unknown,,,17.3620499,78.4930403
B052816,unknown,,,17.3620512,78.4930833
B052817,unknown,,,17.3621563,78.4930097
B052818,unknown,,,17.3620368,78.4930193
B052819,unknown,,,17.3620389,78.4928558
B052820,unknown,,,17.3620939,78.4928559
B052821,unknown,,,17.3621596,78.4928694
B052822,unknown,,,17.3621952,78.4928235
B052823,unknown,,,17.3622042,78.4929771
B052824,unknown,,,17.3624174,78.4926605
B052825,unknown,,,17.3622932,78.4926725
B052826,unknown,,,17.3621135,78.4926531
B052827,unknown,,,17.3625433,78.492643
B052828,unknown,,,17.3626043,78.4925862
B052829,unknown,,,17.3625478,78.4925254
B052830,unknown,,,17.3626751,78.492504
B052831,unknown,,,17.3627324,78.492546
B052832,unknown,,,17.3626752,78.4925476
B052833,unknown,,,17.362981,78.4924063
B052834,unknown,,,17.3631629,78.4923374
B052835,unknown,,,17.3633001,78.4922675
B052836,unknown,,,17.3633071,78.4923533
B052837,unknown,,,17.363169,78.4924199
B052838,unknown,,,17.3631545,78.492557
B052839,unknown,,,17.363288,78.4926452
B052840,unknown,,,17.3632199,78.4928076
B052841,unknown,,,17.3629651,78.4925884
B052842,unknown,,,17.3628184,78.4926431
B052843,unknown,,,17.3628859,78.4930481
B052844,unknown,,,17.3628781,78.4931669
B052845,unknown,,,17.3628909,78.4932832
B052846,unknown,,,17.3630234,78.4931981
B052847,unknown,,,17.3631393,78.4932061
B052848,unknown,,,17.3631383,78.4932049
B052849,unknown,,,17.3632858,78.4931367
B052850,unknown,,,17.363397,78.4928911
B052851,unknown,,,17.3632612,78.4929631
B052852,unknown,,,17.3633738,78.4928278
B052853,unknown,,,17.3635433,78.4930673
B052854,unknown,,,17.3634822,78.4931413
B052855,unknown,,,17.3637764,78.4930623
B052856,unknown,,,17.3638309,78.4930371
B052857,unknown,,,17.3636963,78.4926525
B052858,unknown,,,17.3636437,78.4925935
B052859,unknown,,,17.3635389,78.4924852
B052860,unknown,,,17.3634321,78.4927214
B052861,unknown,,,17.3633396,78.4925782
B052862,unknown,,,17.3633076,78.4924602
B052863,unknown,,,17.3634556,78.4925218
B052864,unknown,,,17.3634506,78.4925713
B052865,unknown,,,17.3633515,78.4924652
B052866,unknown,,,17.3634843,78.4924432
B052867,unknown,,,17.3635197,78.4924369
B052868,unknown,,,17.3634202,78.4922393
B052869,unknown,,,17.3628543,78.4919002
B052870,unknown,,,17.3629721,78.4918793
B052871,unknown,,,17.3628974,78.4918792
B052872,unknown,,,17.3628706,78.4918061
B052873,unknown,,,17.3629987,78.4917715
B052874,unknown,,,17.3630414,78.4917635
B052875,unknown,,,17.3632159,78.4917181
B052876,unknown,,,17.3631782,78.491728
B052877,unknown,,,17.3632555,78.4916824
B052878,unknown,,,17.363216,78.4916632
B052879,unknown,,,17.3632247,78.4916039
B052880,unknown,,,17.3632421,78.4915834
B052881,unknown,,,17.3632477,78.4914903
B052882,unknown,,,17.3631374,78.4916162
B052883,unknown,,,17.3631838,78.4916028
B052884,unknown,,,17.3631731,78.4917135
B052885,unknown,,,17.3630528,78.491701
B052886,unknown,,,17.3630449,78.4917
B052887,unknown,,,17.3630853,78.4917099
B052888,unknown,,,17.3628768,78.491611
B052889,unknown,,,17.3630066,78.4914587
B052890,unknown,,,17.363066,78.491482
B052891,unknown,,,17.3630435,78.4913981
B052892,unknown,,,17.3631045,78.4913402
B052893,unknown,,,17.3631684,78.4914579
B052894,unknown,,,17.3633863,78.4914297
B052895,unknown,,,17.3633963,78.4913264
B052896,unknown,,,17.3633743,78.4912772
B052897,unknown,,,17.3635179,78.4913122
B052898,unknown,,,17.36364,78.4913472
B052899,unknown,,,17.3636711,78.4914212
B052900,unknown,,,17.3637662,78.4914279
B052901,unknown,,,17.3637265,78.4913231
B052902,unknown,,,17.3638701,78.4912341
B052903,unknown,,,17.3638524,78.4911536
B052904,unknown,,,17.3636081,78.4910938
B052905,unknown,,,17.363507,78.4910281
B052906,unknown,,,17.3635071,78.4910462
B052907,unknown,,,17.3634598,78.4909725
B052908,unknown,,,17.3634084,78.4909657
B052909,unknown,,,17.3633321,78.490902
B052910,unknown,,,17.3633373,78.490866
B052911,unknown,,,17.3634149,78.490862
B052912,unknown,,,17.3633602,78.4908033
B052913,unknown,,,17.3636439,78.4907215
B052914,unknown,,,17.363746,78.490837
B052915,unknown,,,17.3637494,78.4909165
B052916,unknown,,,17.3637533,78.4905461
B052917,unknown,,,17.3636201,78.4907111
B052918,unknown,,,17.3635322,78.4906288
B052919,unknown,,,17.3636121,78.4905722
B052920,unknown,,,17.3636085,78.4904596
B052921,unknown,,,17.3637677,78.4904613
B052922,unknown,,,17.363656,78.4903781
B052923,unknown,,,17.3635992,78.4903601
B052924,unknown,,,17.3634452,78.4902965
B052925,unknown,,,17.3634129,78.4903643
B052926,unknown,,,17.3635342,78.490418
B052927,unknown,,,17.3635142,78.4906957
B052928,unknown,,,17.3635002,78.490536
B052929,unknown,,,17.3632802,78.4906494
B052930,unknown,,,17.3632528,78.4903158
B052931,unknown,,,17.3632154,78.490342
B052932,unknown,,,17.3631081,78.4904248
B052933,unknown,,,17.3630785,78.4903777
B052934,unknown,,,17.3628455,78.490408
B052935,unknown,,,17.3629325,78.4905681
B052936,unknown,,,17.3630131,78.4906056
B052937,unknown,,,17.362947,78.4906282
B052938,unknown,,,17.3629734,78.4906011
B052939,unknown,,,17.3628841,78.4906401
B052940,unknown,,,17.362892,78.4907256
B052941,unknown,,,17.3629846,78.4907654
B052942,unknown,,,17.3629408,78.4907315
B052943,unknown,,,17.3629357,78.490774
B052944,unknown,,,17.3629099,78.4909016
B052945,unknown,,,17.3631607,78.490721
B052946,unknown,,,17.3632179,78.490866
B052947,unknown,,,17.3631787,78.4908226
B052948,unknown,,,17.3632018,78.4909343
B052949,unknown,,,17.3632326,78.49108
B052950,unknown,,,17.3633095,78.4912675
B052951,unknown,,,17.3632326,78.4912622
B052952,unknown,,,17.3631663,78.4910681
B052953,unknown,,,17.3631572,78.4911393
B052954,unknown,,,17.3628667,78.4910319
B052955,unknown,,,17.3630541,78.4912582
B052956,unknown,,,17.3629064,78.49124
B052957,unknown,,,17.3627002,78.4911137
B052958,unknown,,,17.3626752,78.4909788
B052959,unknown,,,17.3626833,78.4911006
B052960,unknown,,,17.36239,78.4911603
B052961,unknown,,,17.3626635,78.4908762
B052962,unknown,,,17.362487,78.4910087
B052963,unknown,,,17.362491,78.4908699
B052964,unknown,,,17.3624708,78.490747
B052965,unknown,,,17.3628107,78.4908978
B052966,unknown,,,17.3627173,78.4908024
B052967,unknown,,,17.3627993,78.490725
B052968,unknown,,,17.362671,78.4906859
B052969,unknown,,,17.3626895,78.4906553
B052970,unknown,,,17.3627079,78.4903408
B052971,unknown,,,17.3627603,78.4902224
B052972,unknown,,,17.3626431,78.4902729
B052973,unknown,,,17.3626211,78.4903096
B052974,unknown,,,17.3626342,78.490375
B052975,unknown,,,17.3624366,78.4902099
B052976,unknown,,,17.3623907,78.4902964
B052977,unknown,,,17.3624971,78.4905608
B052978,unknown,,,17.3623839,78.4906988
B052979,unknown,,,17.3623145,78.49063
B052980,unknown,,,17.362215,78.4905977
B052981,unknown,,,17.3622508,78.4904975
B052982,unknown,,,17.3623284,78.4902139
B052983,unknown,,,17.3621155,78.4904476
B052984,unknown,,,17.3621173,78.4903226
B052985,unknown,,,17.3619788,78.4903945
B052986,unknown,,,17.3620041,78.4906929
B052987,unknown,,,17.3622293,78.4908453
B052988,unknown,,,17.3620984,78.4908003
B052989,unknown,,,17.3620864,78.4907587
B052990,unknown,,,17.3621833,78.4907608
B052991,unknown,,,17.3623456,78.490762
B052992,unknown,,,17.3623282,78.4908069
B052993,unknown,,,17.3623119,78.4908651
B052994,unknown,,,17.362259,78.4908479
B052995,unknown,,,17.3621718,78.4909574
B052996,unknown,,,17.3622327,78.4912585
