building_id,building_type,height,num_floors,latitude,longitude
B064869,unknown,,,17.3437895,78.5007678
B064870,unknown,,,17.3437995,78.5007962
B064871,unknown,,,17.3438063,78.5006358
B064872,unknown,,,17.3437792,78.5006934
B064873,unknown,,,17.3440309,78.500621
B064874,unknown,,,17.3440398,78.5005626
B064875,unknown,,,17.3440665,78.50044
B064876,unknown,,,17.3440777,78.5003717
B064877,unknown,,,17.3441464,78.5004674
B064878,unknown,,,17.3441249,78.500559
B064879,unknown,,,17.3442155,78.5009273
B064880,unknown,,,17.3443948,78.5007801
B064881,unknown,,,17.344411,78.5007881
B064882,unknown,,,17.3444446,78.5007945
B064883,unknown,,,17.3445318,78.5007643
B064884,unknown,,,17.3445338,78.5007523
B064885,unknown,,,17.3444558,78.5007956
B064886,unknown,,,17.3445203,78.5005978
B064887,unknown,,,17.3443974,78.5005327
B064888,unknown,,,17.3446834,78.5003889
B064889,unknown,,,17.3446774,78.5004969
B064890,unknown,,,17.3448055,78.500518
B064891,unknown,,,17.3448532,78.5005202
B064892,unknown,,,17.3450363,78.5004214
B064893,unknown,,,17.3449976,78.5006437
B064894,unknown,,,17.3448897,78.5009199
B064895,unknown,,,17.3446966,78.5007138
B064896,unknown,,,17.3445849,78.500806
B064897,unknown,,,17.3446273,78.500848
B064898,unknown,,,17.3446661,78.5008552
B064899,unknown,,,17.3445823,78.5009122
B064900,unknown,,,17.3446559,78.501038
B064901,unknown,,,17.3447269,78.5010505
B064902,unknown,,,17.3447025,78.5011788
B064903,unknown,,,17.344755,78.5010118
B064904,unknown,,,17.344684,78.500969
B064905,unknown,,,17.3447961,78.5010102
B064906,unknown,,,17.344931,78.5010395
B064907,unknown,,,17.3449932,78.5011232
B064908,unknown,,,17.3448456,78.5012203
B064909,unknown,,,17.3448831,78.5012918
B064910,unknown,,,17.3444812,78.5009388
B064911,unknown,,,17.3445034,78.5009371
B064912,unknown,,,17.3444689,78.5010147
B064913,unknown,,,17.3442139,78.5010661
B064914,unknown,,,17.3441405,78.5010025
B064915,unknown,,,17.3441619,78.5010239
B064916,unknown,,,17.3442209,78.5011216
B064917,unknown,,,17.3441366,78.5011694
B064918,unknown,,,17.3442771,78.5013176
B064919,unknown,,,17.3440958,78.5015173
B064920,unknown,,,17.3441971,78.5015136
B064921,unknown,,,17.3442552,78.5014606
B064922,unknown,,,17.3444105,78.5015767
B064923,unknown,,,17.3442043,78.5017711
B064924,unknown,,,17.3442392,78.5018324
B064925,unknown,,,17.3442491,78.501762
B064926,unknown,,,17.3445313,78.5015585
B064927,unknown,,,17.3444277,78.50151
B064928,unknown,,,17.3445413,78.5020347
B064929,unknown,,,17.3448316,78.5021705
B064930,unknown,,,17.3448602,78.5020544
B064931,unknown,,,17.3446842,78.5023402
B064932,unknown,,,17.344519,78.5021783
B064933,unknown,,,17.3443901,78.5018767
B064934,unknown,,,17.3441365,78.5019415
B064935,unknown,,,17.3442308,78.5020661
B064936,unknown,,,17.3440998,78.5022917
B064937,unknown,,,17.3439648,78.5022219
B064938,unknown,,,17.3437553,78.5021355
B064939,unknown,,,17.343716,78.5019457
B064940,unknown,,,17.3437975,78.5019617
B064941,unknown,,,17.3438063,78.5019936
B064942,unknown,,,17.3440473,78.5015078
B064943,unknown,,,17.3439413,78.5015626
B064944,unknown,,,17.3436935,78.5015864
B064945,unknown,,,17.3436862,78.5016711
B064946,unknown,,,17.3434455,78.5017921
B064947,unknown,,,17.3434568,78.5016317
B064948,unknown,,,17.3436376,78.5016586
B064949,unknown,,,17.3436363,78.5015628
B064950,unknown,,,17.3435102,78.5014192
B064951,unknown,,,17.3434293,78.5015089
B064952,unknown,,,17.3432933,78.5015773
B064953,unknown,,,17.3432248,78.5014445
B064954,unknown,,,17.3434476,78.5019479
B064955,unknown,,,17.3435327,78.5019498
B064956,unknown,,,17.3436672,78.5024361
B064957,unknown,,,17.3432516,78.5022672
B064958,unknown,,,17.3430431,78.5023549
B064959,unknown,,,17.3429689,78.5022709
B064960,unknown,,,17.343042,78.5023294
B064961,unknown,,,17.3431524,78.5022629
B064962,unknown,,,17.3431117,78.5021571
B064963,unknown,,,17.3429952,78.5020924
B064964,unknown,,,17.3429172,78.5023974
B064965,unknown,,,17.3428281,78.5023643
B064966,unknown,,,17.3427879,78.5023896
B064967,unknown,,,17.3426075,78.501899
B064968,unknown,,,17.3427588,78.5016451
B064969,unknown,,,17.3429014,78.5014301
B064970,unknown,,,17.3428578,78.501751
B064971,unknown,,,17.3430375,78.5013738
B064972,unknown,,,17.3429802,78.501301
B064973,unknown,,,17.3427482,78.501206
B064974,unknown,,,17.3429069,78.5012749
B064975,unknown,,,17.3430226,78.5010711
B064976,unknown,,,17.3428236,78.5010135
B064977,unknown,,,17.3430403,78.5010126
B064978,unknown,,,17.3431598,78.5011416
B064979,unknown,,,17.3432288,78.5011535
B064980,unknown,,,17.3431577,78.5009093
B064981,unknown,,,17.3431881,78.5004302
B064982,unknown,,,17.3431388,78.5004886
B064983,unknown,,,17.343055,78.5004314
B064984,unknown,,,17.3430389,78.5005889
B064985,unknown,,,17.3430173,78.5006859
B064986,unknown,,,17.3429865,78.5005338
B064987,unknown,,,17.3428378,78.5008421
B064988,unknown,,,17.3427091,78.5004977
B064989,unknown,,,17.3426711,78.5014308
B064990,unknown,,,17.3676343,78.4207396
B064991,unknown,,,17.3677698,78.4207396
B064992,unknown,,,17.3680119,78.4205586
B064993,unknown,,,17.3680075,78.4207595
B064994,unknown,,,17.3678839,78.4207475
B064995,unknown,,,17.3679968,78.4210016
B064996,unknown,,,17.3681174,78.4210222
B064997,unknown,,,17.3679908,78.4210904
B064998,unknown,,,17.3678726,78.4210743
B064999,unknown,,,17.3677553,78.4210562
B065000,unknown,,,17.3676146,78.4210325
B065001,unknown,,,17.3676331,78.4215251
B065002,unknown,,,17.3676277,78.4216249
B065003,unknown,,,17.3675278,78.4215475
B065004,unknown,,,17.3675621,78.4219031
B065005,unknown,,,17.3677864,78.4215584
B065006,unknown,,,17.368552,78.4209531
B065007,unknown,,,17.3684756,78.4208496
B065008,unknown,,,17.3684275,78.4209719
B065009,unknown,,,17.3682868,78.420974
B065010,unknown,,,17.3682934,78.420698
B065011,unknown,,,17.3682975,78.4205405
B065012,unknown,,,17.3682969,78.4205607
B065013,unknown,,,17.3684157,78.4205641
B065014,unknown,,,17.3684437,78.4206826
B065015,unknown,,,17.3685614,78.420683
B065016,unknown,,,17.3686722,78.4205665
B065017,unknown,,,17.368811,78.420492
B065018,unknown,,,17.3690334,78.4205608
B065019,residential,,,17.3690175,78.4207782
B065020,residential,,,17.3689035,78.4207743
B065021,residential,,,17.3689035,78.4210833
B065022,residential,,,17.3690224,78.4210833
B065023,residential,,,17.3691464,78.4210846
B065024,residential,,,17.3692678,78.4210794
B065025,residential,,,17.3692703,78.4207795
B065026,residential,,,17.3691414,78.4207756
B065027,residential,,,17.3693806,78.4207756
B065028,unknown,,,17.3695969,78.4204585
B065029,residential,,,17.3693794,78.4210937
B065030,residential,,,17.3693769,78.4212872
B065031,residential,,,17.3691307,78.4216033
B065032,residential,,,17.3692549,78.4216074
B065033,residential,,,17.3693709,78.4216095
B065034,residential,,,17.3692505,78.4212859
B065035,residential,,,17.3691303,78.4212768
B065036,residential,,,17.3690125,78.4212859
B065037,residential,,,17.3688911,78.4212859
B065038,residential,,,17.3688928,78.4215943
B065039,residential,,,17.369017,78.4216003
B065040,residential,,,17.3690103,78.4218344
B065041,residential,,,17.3688851,78.4218294
B065042,residential,,,17.3690295,78.4221412
B065043,unknown,,,17.3687872,78.4219885
B065044,unknown,,,17.3687982,78.4222556
B065045,unknown,,,17.3689428,78.4223549
B065046,unknown,,,17.3689166,78.4223018
B065047,unknown,,,17.3690399,78.4222859
B065048,unknown,,,17.3693667,78.4224496
B065049,unknown,,,17.3698951,78.4221618
B065050,unknown,,,17.3698883,78.4222798
B065051,unknown,,,17.3697352,78.4223801
B065052,unknown,,,17.3695249,78.4223513
B065053,unknown,,,17.3693898,78.4226473
B065054,unknown,,,17.3695179,78.4226828
B065055,unknown,,,17.3698491,78.4225544
B065056,unknown,,,17.3699125,78.4227022
B065057,unknown,,,17.3697856,78.4226421
B065058,unknown,,,17.3699228,78.4228442
B065059,unknown,,,17.3696157,78.4231801
B065060,unknown,,,17.3694365,78.422987
B065061,unknown,,,17.3692728,78.4230427
B065062,unknown,,,17.3692959,78.4226709
B065063,unknown,,,17.3690557,78.4226847
B065064,unknown,,,17.3690544,78.4230278
B065065,unknown,,,17.3686901,78.4229256
B065066,unknown,,,17.3685437,78.4228622
B065067,unknown,,,17.3683702,78.4229769
B065068,unknown,,,17.3681476,78.422991
B065069,unknown,,,17.3681513,78.4226513
B065070,unknown,,,17.3681767,78.4225708
B065071,unknown,,,17.3681695,78.4224533
B065072,unknown,,,17.3685207,78.4226406
B065073,unknown,,,17.3686358,78.4224329
B065074,unknown,,,17.3684893,78.4222781
B065075,unknown,,,17.3684745,78.4220984
B065076,unknown,,,17.3686479,78.4222391
B065077,unknown,,,17.3685354,78.4220387
B065078,unknown,,,17.3684755,78.422043
B065079,unknown,,,17.3683345,78.4222708
B065080,unknown,,,17.3684286,78.4222538
B065081,unknown,,,17.3680051,78.4222732
B065082,unknown,,,17.36787,78.4221618
B065083,unknown,,,17.3678198,78.4218898
B065084,unknown,,,17.3677065,78.4218918
B065085,unknown,,,17.3676297,78.4219056
B065086,unknown,,,17.3675647,78.4219524
B065087,unknown,,,17.367774,78.4221717
B065088,unknown,,,17.3677585,78.4223869
B065089,unknown,,,17.3678458,78.4225408
B065090,unknown,,,17.3680608,78.422879
B065091,unknown,,,17.3677605,78.4226058
B065092,unknown,,,17.3681753,78.4233248
B065093,unknown,,,17.3676933,78.4236245
B065094,unknown,,,17.367688,78.4237072
B065095,unknown,,,17.3678419,78.4236599
B065096,unknown,,,17.3679772,78.4235556
B065097,unknown,,,17.3680258,78.4236348
B065098,unknown,,,17.3682345,78.4233719
B065099,unknown,,,17.3681334,78.4239038
B065100,unknown,,,17.3686413,78.4239269
B065101,unknown,,,17.3686487,78.4238614
B065102,unknown,,,17.368734,78.4237944
B065103,unknown,,,17.3686253,78.4240735
B065104,unknown,,,17.3686325,78.4240011
B065105,unknown,,,17.368601,78.4242153
B065106,unknown,,,17.3685873,78.4242832
B065107,unknown,,,17.3686165,78.4241504
B065108,unknown,,,17.3686591,78.424071
B065109,unknown,,,17.368574,78.424359
B065110,unknown,,,17.3681017,78.4242505
B065111,unknown,,,17.3679672,78.4244119
B065112,unknown,,,17.3679742,78.4243215
B065113,unknown,,,17.3680262,78.4241599
B065114,unknown,,,17.3681385,78.4242211
B065115,unknown,,,17.3679835,78.4239631
B065116,unknown,,,17.3680664,78.4239409
B065117,unknown,,,17.368052,78.4238407
B065118,unknown,,,17.3679993,78.4238833
B065119,unknown,,,17.3679561,78.4238422
B065120,unknown,,,17.3678332,78.4241301
B065121,unknown,,,17.3678191,78.4238883
B065122,unknown,,,17.3676453,78.423822
B065123,unknown,,,17.3676484,78.4238064
B065124,unknown,,,17.3676334,78.4238324
B065125,unknown,,,17.3676822,78.4243061
B065126,unknown,,,17.3678164,78.4242235
B065127,unknown,,,17.3677875,78.4243238
B065128,unknown,,,17.3676484,78.424463
B065129,unknown,,,17.3677047,78.4246384
B065130,unknown,,,17.3678031,78.4247196
B065131,unknown,,,17.3678211,78.4245786
B065132,unknown,,,17.3679784,78.4245025
B065133,unknown,,,17.368026,78.4245067
B065134,unknown,,,17.3679227,78.4246541
B065135,unknown,,,17.3680221,78.4248502
B065136,unknown,,,17.3679522,78.4249648
B065137,unknown,,,17.3677365,78.4250161
B065138,unknown,,,17.3678598,78.4248549
B065139,unknown,,,17.3677939,78.4252871
B065140,unknown,,,17.3676912,78.4256543
B065141,unknown,,,17.3677397,78.4257545
B065142,unknown,,,17.368093,78.4253212
B065143,unknown,,,17.3679469,78.4254527
B065144,unknown,,,17.3678579,78.4253949
B065145,unknown,,,17.3678101,78.4251371
B065146,unknown,,,17.3680069,78.4252652
B065147,unknown,,,17.3684072,78.425372
B065148,unknown,,,17.3683912,78.4256172
B065149,unknown,,,17.3687129,78.425658
B065150,unknown,,,17.3688473,78.4255362
B065151,unknown,,,17.3686797,78.4253052
B065152,unknown,,,17.3687088,78.4250271
B065153,unknown,,,17.3687478,78.424857
B065154,unknown,,,17.3685905,78.4248255
B065155,unknown,,,17.3685633,78.4250119
B065156,unknown,,,17.3681309,78.4251099
B065157,unknown,,,17.3682125,78.4249755
B065158,unknown,,,17.3681281,78.4249204
B065159,unknown,,,17.3683045,78.424717
B065160,unknown,,,17.3683628,78.4245533
B065161,unknown,,,17.3686954,78.4245077
B065162,unknown,,,17.3688207,78.4245555
B065163,unknown,,,17.3689445,78.4245863
B065164,unknown,,,17.3690762,78.4246133
B065165,unknown,,,17.3692208,78.4246356
B065166,unknown,,,17.3693625,78.4246613
B065167,unknown,,,17.3691351,78.4246403
B065168,unknown,,,17.3691524,78.4249451
B065169,unknown,,,17.3692317,78.4249536
B065170,unknown,,,17.3692494,78.4251289
B065171,unknown,,,17.3691142,78.425098
B065172,unknown,,,17.3689807,78.4250816
B065173,unknown,,,17.369025,78.4249088
B065174,unknown,,,17.3688858,78.4248843
B065175,unknown,,,17.3688503,78.425055
B065176,unknown,,,17.3689421,78.4252702
B065177,unknown,,,17.3690579,78.4254193
B065178,unknown,,,17.3687212,78.4253571
B065179,unknown,,,17.3690294,78.4256605
B065180,unknown,,,17.3690688,78.4254781
B065181,unknown,,,17.3691917,78.4255936
B065182,unknown,,,17.3691099,78.4255999
B065183,unknown,,,17.3693253,78.4256171
B065184,unknown,,,17.3693495,78.4254571
B065185,unknown,,,17.3692208,78.425422
B065186,unknown,,,17.36938,78.4251532
B065187,unknown,,,17.3695101,78.4251781
B065188,unknown,,,17.3696492,78.4251992
B065189,unknown,,,17.3694372,78.4254757
B065190,unknown,,,17.3694655,78.425644
B065191,unknown,,,17.3696029,78.4256686
B065192,unknown,,,17.3696232,78.4255048
B065193,unknown,,,17.3697329,78.4256931
B065194,unknown,,,17.3696828,78.4252576
B065195,unknown,,,17.3696905,78.4250335
B065196,unknown,,,17.3695517,78.4250082
B065197,unknown,,,17.3694255,78.4249841
B065198,unknown,,,17.36963,78.4247092
B065199,unknown,,,17.3693818,78.4244857
B065200,unknown,,,17.3695162,78.4245133
B065201,unknown,,,17.3696614,78.4245396
B065202,unknown,,,17.3697953,78.4245573
B065203,unknown,,,17.3697614,78.4247365
B065204,unknown,,,17.3698951,78.4247571
B065205,unknown,,,17.3699288,78.4245859
B065206,unknown,,,17.3697138,78.4242125
B065207,unknown,,,17.3698549,78.4240906
B065208,unknown,,,17.3697654,78.4238669
B065209,unknown,,,17.3697836,78.4237001
B065210,unknown,,,17.3695966,78.4239283
B065211,unknown,,,17.3695587,78.4238809
B065212,unknown,,,17.369531,78.4240459
B065213,unknown,,,17.3694575,78.4241937
B065214,unknown,,,17.3695994,78.4242252
B065215,unknown,,,17.3692443,78.424458
B065216,unknown,,,17.3693104,78.4241717
B065217,unknown,,,17.3691198,78.4244405
B065218,unknown,,,17.3689855,78.4244129
B065219,unknown,,,17.3690448,78.4241131
B065220,unknown,,,17.3688815,78.4240714
B065221,unknown,,,17.3691026,78.4236176
B065222,unknown,,,17.3688227,78.4238049
B065223,unknown,,,17.3690478,78.4232717
B065224,unknown,,,17.3694423,78.4234651
B065225,unknown,,,17.3692034,78.4231014
B065226,unknown,,,17.3693664,78.4230711
B065227,unknown,,,17.3694647,78.4236858
B065228,unknown,,,17.3697277,78.423743
B065229,unknown,,,17.3697209,78.4232731
B065230,unknown,,,17.3695893,78.4232769
B065231,unknown,,,17.3700768,78.423088
B065232,unknown,,,17.3703223,78.423374
B065233,unknown,,,17.3700902,78.4234345
B065234,unknown,,,17.3701636,78.4236606
B065235,unknown,,,17.37021,78.4235728
B065236,unknown,,,17.3702465,78.423684
B065237,unknown,,,17.3703085,78.4236629
B065238,unknown,,,17.3706134,78.4233302
B065239,unknown,,,17.3706148,78.4234712
B065240,unknown,,,17.3705493,78.4238812
B065241,unknown,,,17.3707585,78.4238817
B065242,unknown,,,17.37057,78.4244169
B065243,unknown,,3,17.3705514,78.4244463
B065244,unknown,,,17.370415,78.4238865
B065245,unknown,,,17.3702718,78.4241362
B065246,unknown,,,17.3699266,78.4241111
B065247,unknown,,,17.3701018,78.4244366
B065248,unknown,,,17.3700747,78.4243413
B065249,unknown,,,17.3703981,78.4244753
B065250,residential,,,17.3706629,78.4248022
B065251,unknown,,,17.3703464,78.4249208
B065252,unknown,,,17.3704848,78.4249358
B065253,unknown,,,17.370156,78.4246617
B065254,unknown,,,17.3699093,78.4250906
B065255,unknown,,,17.3701079,78.4251285
B065256,unknown,,,17.3699965,78.4253134
B065257,unknown,,,17.3701906,78.4257363
B065258,unknown,,,17.3703148,78.4257702
B065259,unknown,,,17.3704495,78.4257912
B065260,unknown,,,17.3705107,78.4254498
B065261,unknown,,,17.370384,78.4254324
B065262,unknown,,,17.3704164,78.425244
B065263,unknown,,,17.3705563,78.4252699
B065264,unknown,,,17.3706865,78.4252914
B065265,unknown,,,17.370829,78.4253128
B065266,unknown,,,17.3706467,78.4254819
B065267,unknown,,,17.370784,78.4255111
B065268,unknown,,,17.3709467,78.425538
B065269,unknown,,,17.3710775,78.425561
B065270,unknown,,,17.3710924,78.4253794
B065271,unknown,,,17.3709503,78.425347
B065272,unknown,,,17.371093,78.4250443
B065273,residential,,,17.3710884,78.4248804
B065274,unknown,,,17.3709335,78.4250242
B065275,unknown,,,17.370793,78.4249903
B065276,unknown,,,17.3706388,78.4249691
B065277,unknown,,,17.3705663,78.4245308
B065278,unknown,,,17.3705118,78.4245217
B065279,unknown,,,17.3706145,78.4244677
B065280,unknown,,,17.3710183,78.4245999
B065281,unknown,,,17.3711227,78.4249276
B065282,unknown,,,17.3711487,78.425471
B065283,unknown,,,17.3711457,78.4254942
B065284,unknown,,,17.3711491,78.4255954
B065285,unknown,,,17.3711398,78.4255442
B065286,unknown,,,17.3710145,78.4238831
B065287,unknown,,,17.3721749,78.422676
B065288,unknown,,,17.371,78.4230862
B065289,unknown,,,17.3709666,78.4229355
B065290,unknown,,,17.3709242,78.4223731
B065291,unknown,,,17.3706481,78.4230152
B065292,unknown,,,17.3705211,78.4231422
B065293,unknown,,,17.3704667,78.4229843
B065294,unknown,,,17.3703978,78.423136
B065295,unknown,,,17.3703969,78.4229681
B065296,unknown,,,17.3701802,78.4228924
B065297,unknown,,,17.3701837,78.4231147
B065298,unknown,,,17.3701095,78.4230715
B065299,unknown,,,17.370014,78.4225257
B065300,unknown,,,17.3702625,78.4218837
B065301,unknown,,,17.3708585,78.4220822
B065302,unknown,,,17.3706535,78.4219778
B065303,unknown,,,17.3708889,78.4217172
B065304,unknown,,,17.3708889,78.4217172
B065305,unknown,,,17.3708735,78.4212706
B065306,unknown,,,17.3706504,78.4214791
B065307,unknown,,,17.370654,78.4216527
B065308,unknown,,,17.3702613,78.4214022
B065309,unknown,,,17.3702633,78.4212157
B065310,unknown,,,17.3698633,78.420441
B065311,unknown,,,17.3705981,78.4206446
B065312,unknown,,,17.3706434,78.4212018
B065313,unknown,,,17.3725613,78.4205691
B065314,unknown,,,17.3725751,78.4206561
B065315,unknown,,,17.3726078,78.4207983
B065316,unknown,,,17.3725361,78.4211099
B065317,unknown,,,17.3727425,78.420967
B065318,unknown,,,17.3727406,78.4211259
B065319,unknown,,,17.37287,78.420795
B065320,unknown,,,17.3727044,78.4208306
B065321,unknown,,,17.3728827,78.4206694
B065322,unknown,,,17.3728732,78.4205346
B065323,unknown,,,17.3730172,78.4205846
B065324,unknown,,,17.3730719,78.4206828
B065325,unknown,,,17.3729806,78.420775
B065326,unknown,,,17.3730775,78.4207385
B065327,unknown,,,17.3731686,78.420652
B065328,unknown,,,17.3731478,78.4205415
B065329,unknown,,,17.3733512,78.4205676
B065330,unknown,,,17.373365,78.4208076
B065331,unknown,,,17.3733392,78.4206976
B065332,unknown,,,17.3731109,78.4207825
B065333,unknown,,,17.3731438,78.420845
B065334,unknown,,,17.3730921,78.4209711
B065335,unknown,,,17.3733898,78.420918
B065336,unknown,,,17.3733919,78.4210154
B065337,unknown,,,17.3734342,78.4211323
B065338,unknown,,,17.3731091,78.4209715
B065339,unknown,,,17.3730647,78.4208678
B065340,unknown,,,17.3729778,78.4209075
B065341,unknown,,,17.3729141,78.4208913
B065342,unknown,,,17.3729114,78.4209731
B065343,unknown,,,17.37292,78.4210547
B065344,unknown,,,17.3729247,78.4213525
B065345,unknown,,,17.3730232,78.4212883
B065346,unknown,,,17.3730497,78.421318
B065347,unknown,,,17.3730127,78.4211574
B065348,unknown,,,17.3732202,78.4212364
B065349,unknown,,,17.3732773,78.4214212
B065350,unknown,,,17.3732161,78.4213097
B065351,unknown,,,17.3731661,78.4213135
B065352,unknown,,,17.3731173,78.4213454
B065353,unknown,,,17.3731785,78.4215391
B065354,unknown,,,17.3733572,78.4216759
B065355,unknown,,,17.3733511,78.4217886
B065356,unknown,,,17.3731699,78.4218075
B065357,unknown,,,17.3731769,78.4216511
B065358,unknown,,,17.3730406,78.4214097
B065359,unknown,,,17.3729332,78.4215091
B065360,unknown,,,17.3729311,78.4216221
B065361,unknown,,,17.3729388,78.4217995
B065362,unknown,,,17.3728021,78.4217464
B065363,unknown,,,17.3726538,78.4217755
B065364,unknown,,,17.3726524,78.4217036
B065365,unknown,,,17.3726403,78.421588
B065366,unknown,,,17.37263,78.4215228
B065367,unknown,,,17.3728077,78.4215185
B065368,unknown,,,17.3728047,78.4216416
B065369,unknown,,,17.3728091,78.4214623
B065370,unknown,,,17.3727968,78.4213728
B065371,unknown,,,17.3726343,78.4213515
B065372,unknown,,,17.3726366,78.4214134
B065373,unknown,,,17.3724265,78.4216907
B065374,unknown,,,17.3725,78.4217779
B065375,unknown,,,17.3726599,78.4219371
B065376,unknown,,,17.372816,78.421834
B065377,unknown,,,17.3728178,78.4219171
B065378,unknown,,,17.3728326,78.4221476
B065379,unknown,,,17.3725483,78.4220032
B065380,unknown,,,17.3726837,78.4222249
B065381,unknown,,,17.3726909,78.4223159
B065382,unknown,,,17.3726835,78.4221676
B065383,unknown,,,17.3728619,78.4223864
B065384,unknown,,,17.3728687,78.4224794
B065385,unknown,,,17.3726938,78.4224158
B065386,unknown,,,17.3725265,78.4230601
B065387,unknown,,,17.3727258,78.4228262
B065388,unknown,,,17.3727266,78.4229774
B065389,unknown,,,17.3727516,78.4231202
B065390,unknown,,,17.3728057,78.4229604
B065391,unknown,,,17.3728927,78.4228218
B065392,unknown,,,17.3728731,78.4227126
B065393,unknown,,,17.3727208,78.4227176
B065394,unknown,,,17.372704,78.4226211
B065395,unknown,,,17.3727021,78.4224963
B065396,unknown,,,17.3728618,78.4225815
B065397,unknown,,,17.3730157,78.4225657
B065398,unknown,,,17.37302,78.4227241
B065399,unknown,,,17.3730242,78.4226618
B065400,unknown,,,17.3730385,78.4229603
B065401,unknown,,,17.3730569,78.4231416
B065402,unknown,,,17.3732711,78.4228462
B065403,unknown,,,17.373279,78.4229523
B065404,unknown,,,17.3732772,78.4231561
B065405,unknown,,,17.3734075,78.4231405
B065406,unknown,,,17.3734225,78.4228754
B065407,unknown,,,17.3734166,78.422752
B065408,unknown,,,17.3734084,78.4226876
B065409,unknown,,,17.3732722,78.4227663
B065410,unknown,,,17.3732615,78.4226759
B065411,unknown,,,17.3733876,78.422588
B065412,unknown,,,17.3733743,78.4224697
B065413,unknown,,,17.3733595,78.4223517
B065414,unknown,,,17.3733436,78.4221569
B065415,unknown,,,17.3733669,78.4222858
B065416,unknown,,,17.3732082,78.4222184
B065417,unknown,,,17.3732143,78.4223515
B065418,unknown,,,17.373226,78.4224698
B065419,unknown,,,17.3729871,78.4224815
B065420,unknown,,,17.3729967,78.4223808
B065421,unknown,,,17.372967,78.4222576
B065422,unknown,,,17.3731916,78.4220636
B065423,unknown,,,17.3729466,78.4221326
B065424,unknown,,,17.3729385,78.4220397
B065425,unknown,,,17.3729484,78.4218833
B065426,unknown,,,17.3731824,78.4219611
B065427,unknown,,,17.3733378,78.4218858
B065428,unknown,,,17.3733673,78.4220669
B065429,unknown,,,17.3735249,78.4218848
B065430,unknown,,,17.3735302,78.4219428
B065431,unknown,,,17.373543,78.4221293
B065432,unknown,,,17.3736796,78.4220145
B065433,unknown,,,17.3736838,78.4221139
B065434,unknown,,,17.3737885,78.4218442
B065435,unknown,,,17.373948,78.4218671
B065436,unknown,,,17.3740432,78.4218349
B065437,unknown,,,17.3739656,78.4220988
B065438,unknown,,,17.3737306,78.421939
B065439,unknown,,,17.3739726,78.4222194
B065440,unknown,,,17.3739675,78.4224218
B065441,unknown,,,17.3739339,78.4223344
B065442,unknown,,,17.3736838,78.4224517
B065443,unknown,,,17.3736921,78.4223409
B065444,unknown,,,17.3736868,78.4222014
B065445,unknown,,,17.3735499,78.4222299
B065446,unknown,,,17.3735551,78.4223483
B065447,unknown,,,17.3735681,78.4224611
B065448,unknown,,,17.3735526,78.4225839
B065449,unknown,,,17.3736916,78.4225751
B065450,unknown,,,17.3737162,78.4226754
B065451,unknown,,,17.3737215,78.4228046
B065452,unknown,,,17.373575,78.4228146
B065453,unknown,,,17.3735597,78.4226934
B065454,unknown,,,17.3735808,78.4229486
B065455,unknown,,,17.3736263,78.4231215
B065456,unknown,,,17.3737388,78.4231182
B065457,unknown,,,17.3737207,78.4229349
B065458,unknown,,,17.3738397,78.4229357
B065459,unknown,,,17.3738949,78.423111
B065460,unknown,,,17.3740362,78.4231075
B065461,unknown,,,17.3740193,78.422918
B065462,unknown,,,17.3739552,78.4229202
B065463,unknown,,,17.3739581,78.4226688
B065464,unknown,,,17.3738933,78.4226891
B065465,unknown,,,17.3737655,78.4226311
B065466,unknown,,,17.3738638,78.4225776
B065467,unknown,,,17.3741724,78.4225432
B065468,unknown,,,17.3742854,78.4226641
B065469,unknown,,,17.3742993,78.4227711
B065470,unknown,,,17.3741706,78.4228994
B065471,unknown,,,17.3742258,78.4231952
B065472,unknown,,,17.3743034,78.4229019
B065473,unknown,,,17.3744736,78.4229022
B065474,unknown,,,17.3743693,78.4231763
B065475,unknown,,,17.3746165,78.4230949
B065476,unknown,,,17.374608,78.4228821
B065477,unknown,,,17.3746119,78.4226766
B065478,unknown,,,17.3744615,78.4226542
B065479,unknown,,,17.3744753,78.4225395
B065480,unknown,,,17.3746129,78.4225298
B065481,unknown,,,17.3745998,78.4224116
B065482,unknown,,,17.3745917,78.4223038
B065483,unknown,,,17.3745906,78.4221957
B065484,unknown,,,17.3744661,78.4223266
B065485,unknown,,,17.3744606,78.4221896
B065486,unknown,,,17.3744588,78.4224311
B065487,unknown,,,17.3741692,78.4224483
B065488,unknown,,,17.3741665,78.4223265
B065489,unknown,,,17.3741432,78.4222135
B065490,unknown,,,17.3742745,78.42232
B065491,unknown,,,17.3742899,78.422203
B065492,unknown,,,17.3742918,78.4220576
B065493,unknown,,,17.3740151,78.42191
B065494,unknown,,,17.3741809,78.4218846
B065495,unknown,,,17.3742915,78.4218971
B065496,unknown,,,17.3744429,78.4218551
B065497,unknown,,,17.3744551,78.4219624
B065498,unknown,,,17.3744579,78.4220567
B065499,unknown,,,17.3745843,78.4220729
B065500,unknown,,,17.3745806,78.4219722
B065501,unknown,,,17.3745671,78.4218537
B065502,unknown,,,17.3745703,78.4217437
B065503,unknown,,,17.3744327,78.4217388
B065504,unknown,,,17.3745832,78.4215634
B065505,unknown,,,17.374608,78.4213185
B065506,unknown,,,17.3746335,78.4212102
B065507,unknown,,,17.3744146,78.4212489
B065508,unknown,,,17.3744621,78.4213429
B065509,unknown,,,17.3742427,78.4214084
