building_id,building_type,height,num_floors,latitude,longitude,vulnerability,seismic_zone,seismic_hazard,population_exposure,risk_score,risk_level,distance_km,duration_min,accessibility,risk_zone
B000247,unknown,,,17.3980046,78.4197671,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000248,unknown,,,17.3984367,78.4196787,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000249,unknown,,,17.3984304,78.4196378,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000250,unknown,,,17.3982896,78.4194205,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000251,unknown,,,17.3989931,78.4194202,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000252,unknown,,,17.3991619,78.4194809,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000253,unknown,,,17.3997064,78.4193561,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000254,unknown,,,17.3996013,78.4193574,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000255,unknown,,,17.3995119,78.4194022,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000256,unknown,,,17.3996152,78.4195576,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000257,unknown,,,17.3992545,78.4195941,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000258,unknown,,,17.3994262,78.4198043,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000259,unknown,,,17.399843,78.4197115,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000260,unknown,,,17.3999556,78.4197782,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000261,unknown,,,17.4000701,78.4198553,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000262,unknown,,,17.3999754,78.4196012,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000263,unknown,,,17.4000011,78.4195468,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000264,unknown,,,17.4000846,78.4196021,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000265,unknown,,,17.3998066,78.4195325,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000266,unknown,,,17.3997487,78.419531,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000267,unknown,,,17.4003145,78.419484,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000268,unknown,,,17.3978061,78.4198844,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000269,unknown,,,17.397885,78.4201807,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000270,unknown,,,17.3979776,78.4201787,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000271,unknown,,,17.3978961,78.4202034,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000272,unknown,,,17.3977463,78.4203306,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000273,unknown,,,17.3977149,78.420522,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000274,unknown,,,17.3957552,78.4202277,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000275,unknown,,,17.3953612,78.4202184,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000276,unknown,,,17.3952212,78.4201092,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000277,unknown,,,17.395227,78.4201775,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000278,unknown,,,17.3952394,78.4203961,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000279,unknown,,,17.3950978,78.4204107,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000280,unknown,,,17.3948729,78.4205084,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000281,unknown,,,17.3949815,78.4202071,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000282,unknown,,,17.3946058,78.4199182,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000283,unknown,,,17.3953947,78.4199315,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000284,unknown,,,17.3953196,78.4197965,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000285,unknown,,,17.3955435,78.4194386,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000286,unknown,,,17.3955024,78.4193912,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000287,unknown,,,17.3954071,78.4194359,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000288,unknown,,,17.3952362,78.4193551,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000289,unknown,,,17.3951753,78.4192762,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000290,unknown,,,17.3950763,78.4196447,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000291,unknown,,,17.3947632,78.4194621,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000292,unknown,,,17.3950258,78.419465,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000293,unknown,,,17.3948689,78.419398,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000294,unknown,,,17.3948703,78.4198688,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000295,unknown,,,17.3949683,78.4198391,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000296,unknown,,,17.394698,78.4196644,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000297,unknown,,,17.3943426,78.4194149,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000298,unknown,,,17.3939408,78.4193947,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000299,unknown,,,17.3939477,78.4194322,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000300,unknown,,,17.3932893,78.41937,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000301,unknown,,,17.3942212,78.4199237,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000302,unknown,,,17.3941951,78.4203358,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000303,unknown,,,17.3941416,78.4202321,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000304,unknown,,,17.3941597,78.4203488,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000305,unknown,,,17.3945562,78.4204156,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000306,unknown,,,17.3936486,78.4202602,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000307,unknown,,,17.3933149,78.4204614,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000308,unknown,,,17.3930282,78.4202084,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000309,unknown,,,17.3931765,78.4200268,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000310,unknown,,,17.3926215,78.4199855,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000311,unknown,,,17.3927431,78.4202795,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000312,unknown,,,17.3927819,78.4197396,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000313,unknown,,,17.3932136,78.4195825,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000314,unknown,,,17.3930943,78.4194488,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000315,unknown,,,17.391312,78.4194602,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000316,unknown,,,17.3897173,78.4194793,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000317,unknown,,,17.3907236,78.4196176,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000318,unknown,,,17.3903628,78.4197607,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000319,unknown,,,17.3875363,78.4198507,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000320,unknown,,,17.3819794,78.4194054,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000321,unknown,,,17.3817993,78.4193958,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000322,unknown,,,17.3820028,78.4196802,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000323,unknown,,,17.3818256,78.4196621,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000324,unknown,,,17.3838011,78.4201189,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000325,unknown,,,17.3833384,78.4202059,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000326,unknown,,,17.3837438,78.4203037,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000327,unknown,,,17.383353,78.4204625,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000328,unknown,,,17.3833035,78.4203309,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000329,unknown,,,17.3816319,78.4205231,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000330,unknown,,,17.3815368,78.4205089,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000331,unknown,,,17.3812283,78.4203832,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000332,unknown,,,17.3808029,78.4205329,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000333,unknown,,,17.380711,78.4205295,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000334,unknown,,,17.3807943,78.4203346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000335,unknown,,,17.3808053,78.4202467,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000336,unknown,,,17.380952,78.42025,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000337,unknown,,,17.3810801,78.4200761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000338,unknown,,,17.3808383,78.4200367,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000339,unknown,,,17.380695,78.4200773,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000340,unknown,,,17.3809654,78.4200559,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000341,unknown,,,17.3810728,78.4200761,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000342,unknown,,,17.3810893,78.4200065,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000343,unknown,,,17.3812079,78.4199489,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000344,unknown,,,17.3813877,78.420202,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000345,unknown,,,17.3815723,78.4198785,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000346,unknown,,,17.3814195,78.4199926,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000347,unknown,,,17.3812535,78.4197298,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000348,unknown,,,17.3814912,78.4197068,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000349,unknown,,,17.3817189,78.4197155,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000350,unknown,,,17.3815513,78.4195672,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000351,unknown,,,17.3816559,78.4195345,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000352,unknown,,,17.3817493,78.4193053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000353,unknown,,,17.3812777,78.419486,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000354,unknown,,,17.3814453,78.4195643,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000355,unknown,,,17.3812544,78.419593,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000356,unknown,,,17.3810468,78.4195778,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000357,unknown,,,17.3810771,78.4194983,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000358,unknown,,,17.3811929,78.4194589,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000359,unknown,,,17.3809167,78.4194731,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000360,unknown,,,17.3806591,78.4194432,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000361,unknown,,,17.3807998,78.4194678,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000362,unknown,,,17.3808718,78.419668,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000363,unknown,,,17.3808556,78.4198018,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000364,unknown,,,17.3810473,78.4196857,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000365,unknown,,,17.3811325,78.4197006,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000366,unknown,,,17.3809895,78.4197835,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000367,unknown,,,17.3810958,78.4198333,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000368,unknown,,,17.3810518,78.4199176,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000369,unknown,,,17.3809554,78.4199022,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000370,unknown,,,17.3808505,78.4198944,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000371,unknown,,,17.380706,78.4199142,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000372,unknown,,,17.3804547,78.4197055,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000373,unknown,,,17.3802199,78.4198569,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000374,unknown,,,17.3802021,78.4197806,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000375,unknown,,,17.3802136,78.4198875,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000376,unknown,,,17.3802003,78.4197956,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000377,unknown,,,17.3802364,78.4197796,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000378,unknown,,,17.3802445,78.4197654,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000379,unknown,,,17.3801931,78.4196845,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000380,unknown,,,17.3801869,78.4197023,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000381,unknown,,,17.3801986,78.419556,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000382,unknown,,,17.3802329,78.4196642,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000383,unknown,,,17.3803542,78.4196414,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000384,unknown,,,17.3806382,78.4196545,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000385,unknown,,,17.3804614,78.4195298,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000386,unknown,,,17.3805505,78.4194691,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000387,unknown,,,17.3803777,78.4193968,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000388,unknown,,,17.3803812,78.4194882,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000389,unknown,,,17.3802391,78.4194668,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000390,unknown,,,17.3802824,78.4195465,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000391,unknown,,,17.3802487,78.4195609,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000392,unknown,,,17.3799463,78.4195177,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000393,unknown,,,17.379816,78.4195617,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000394,unknown,,,17.3797273,78.4195509,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000395,unknown,,,17.3800396,78.4194649,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000396,unknown,,,17.3798496,78.4194092,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000397,unknown,,,17.3796024,78.4194549,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000398,unknown,,,17.3796332,78.4195684,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000399,unknown,,,17.3798207,78.4195346,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000400,unknown,,,17.3796423,78.4196613,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000401,unknown,,,17.379499,78.4197789,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000402,unknown,,,17.3796788,78.4197451,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000403,unknown,,,17.3798183,78.4196135,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000404,unknown,,,17.3798128,78.4197111,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000405,unknown,,,17.379783,78.4198568,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000406,unknown,,,17.3796722,78.419834,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000407,unknown,,,17.3795862,78.4200013,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000408,unknown,,,17.37968,78.4200101,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000409,unknown,,,17.3796899,78.4199036,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000410,unknown,,,17.3795356,78.4201758,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000411,unknown,,,17.3796049,78.4201876,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000412,unknown,,,17.3797058,78.4202091,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000413,unknown,,,17.3798892,78.4202228,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000414,unknown,,,17.3800128,78.4200397,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000415,unknown,,,17.3798985,78.4200523,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000416,unknown,,,17.3801145,78.4200497,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000417,unknown,,,17.3801914,78.420053,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000418,unknown,,,17.3803476,78.420067,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000419,unknown,,,17.3805066,78.4200652,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000420,unknown,,,17.3806165,78.4202085,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000421,unknown,,,17.3802962,78.4202142,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000422,unknown,,,17.3801833,78.4202106,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000423,unknown,,,17.3801241,78.4202972,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000424,unknown,,,17.3804248,78.4202299,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000425,unknown,,,17.3803228,78.4201873,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000426,unknown,,,17.3806056,78.4203109,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000427,unknown,,,17.3804857,78.4203132,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000428,unknown,,,17.3805934,78.4205255,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000429,unknown,,,17.3804585,78.420508,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000430,unknown,,,17.3803069,78.4205181,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000431,unknown,,,17.3801328,78.4205134,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000432,unknown,,,17.3798359,78.420424,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000433,unknown,,,17.3800097,78.4202905,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000434,unknown,,,17.3798662,78.4202861,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000435,unknown,,,17.3796901,78.4203973,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000436,unknown,,,17.3795591,78.4202624,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000437,unknown,,,17.3791708,78.420453,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000438,unknown,,,17.3789524,78.4204538,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000439,unknown,,,17.3791302,78.4203374,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000440,unknown,,,17.3794116,78.420347,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000441,unknown,,,17.3793498,78.4200852,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000442,unknown,,,17.3794553,78.4201748,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000443,unknown,,,17.3794855,78.4199947,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000444,unknown,,,17.3794067,78.4199573,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000445,unknown,,,17.3791153,78.4200534,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000446,unknown,,,17.379131,78.4201122,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000447,unknown,,,17.378738,78.420193,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000448,unknown,,,17.3789089,78.4200751,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000449,unknown,,,17.3786567,78.4200554,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000450,unknown,,,17.3786007,78.4201058,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000451,unknown,,,17.3786612,78.4202682,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000452,unknown,,,17.3787911,78.4204275,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000453,unknown,,,17.378571,78.4204305,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000454,unknown,,,17.3784435,78.4205125,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000455,unknown,,,17.378158,78.4204564,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000456,unknown,,,17.3781119,78.4204735,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000457,unknown,,,17.3780808,78.4205148,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000458,unknown,,,17.378195,78.4203353,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000459,unknown,,,17.3779268,78.4204589,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000460,unknown,,,17.3777271,78.4204093,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000461,unknown,,,17.3772975,78.4203328,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000462,unknown,,,17.3774609,78.4203204,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000463,unknown,,,17.3773161,78.4199813,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000464,unknown,,,17.377834,78.4200902,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000465,unknown,,,17.3782226,78.4201321,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000466,unknown,,,17.3781932,78.4199464,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000467,unknown,,,17.3782414,78.4199093,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000468,unknown,,,17.3782708,78.4197874,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000469,unknown,,,17.3780536,78.4197678,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000470,unknown,,,17.3778812,78.4195398,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000471,unknown,,,17.3780648,78.4198743,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000472,unknown,,,17.3777331,78.419859,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000473,unknown,,,17.3776567,78.4198351,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000474,unknown,,,17.3773456,78.419884,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000475,unknown,,,17.3774094,78.4196455,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000476,unknown,,,17.3776838,78.4196837,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000477,unknown,,,17.3771352,78.4195746,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000478,unknown,,,17.3772485,78.4195012,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000479,unknown,,,17.3773775,78.4195654,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000480,unknown,,,17.3773934,78.419404,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000481,unknown,,,17.3774983,78.4194138,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
B000482,unknown,,,17.3776657,78.4193847,50,Zone II,20,20,35.0,Moderate,,,,Moderate Risk Zone
